linspace: 6.757007793222902237e-01 8.573246456411247607e-01 1.067970752757237074e+00 1.307033918035837239e+00 1.572513710006967491e+00 1.861381688284919456e+00 2.169008310112156668e+00 2.489936052488872953e+00 2.818002632208476133e+00 3.146492556031663224e+00 3.467403503545335219e+00 3.777726648335988369e+00 4.067925623971989424e+00 4.333526273679652263e+00 4.570181517992412346e+00 4.774415084206146354e+00 4.943954588879413414e+00 5.076113777152059470e+00 5.173219749895707764e+00 5.232956948605905545e+00 5.257461429930448737e+00 5.248765654537598024e+00 5.207266449968345867e+00 5.137857460516420893e+00 5.041497249820189985e+00 4.924254248979776705e+00 4.780822868347732069e+00 4.625269633663991797e+00 4.452193882430499627e+00 4.268851032778480992e+00 4.074262333666429647e+00 3.876310853441105042e+00 3.669477849375835987e+00 3.463513617717391746e+00 3.255634740774176361e+00 3.050847240816934036e+00 2.846975201818409573e+00 2.647935840631783222e+00 2.453862748306593566e+00 2.267495328096860607e+00 2.086744318462430581e+00 1.916094462342971427e+00 1.752466389530591862e+00 1.597451627778401440e+00 1.451350297424948366e+00 1.314960685435500043e+00 1.187324876717496869e+00 1.069009506551835686e+00 9.593997955676604183e-01 8.587568399111048523e-01 7.663746786715613935e-01 6.818498353371543752e-01 6.046703930880019673e-01 5.351210111473678754e-01 4.723239866453711189e-01 4.148095782624054984e-01 3.642632941498272214e-01 3.188600026113686536e-01 2.784215154242380974e-01 2.422370514564111399e-01 2.104340201014353040e-01 1.821786769267938755e-01 1.588068739427025977e-01 1.363516110353030497e-01 1.168317719680257022e-01 1.005846792038723181e-01 8.662907674597178365e-02 7.414376093917190991e-02 6.338540081361120071e-02 5.366428534871515998e-02 4.533998436114875658e-02 3.830624851945638870e-02 3.243033968688456559e-02 2.747129978224703215e-02 2.327113552596251841e-02 1.965539135405246218e-02 1.657647913225563513e-02 1.375303613585462763e-02 1.140700815626553496e-02 9.537729415333720540e-03 0.000000000000000000e+00
logspace: 6.757058017786692350e-01 8.573182535684952255e-01 1.067966002445307483e+00 1.307038745475673780e+00 1.572591367662683037e+00 1.861400960732755738e+00 2.169018410302150368e+00 2.489949618023550748e+00 2.817986398451792773e+00 3.146464684352356045e+00 3.468665378032092406e+00 3.777643271637679323e+00 4.067823010363738057e+00 4.333483566958604705e+00 4.570020528436861795e+00 4.774392371372070620e+00 4.943820267293677517e+00 5.076922571433012621e+00 5.173232182975917581e+00 5.233048973381581703e+00 5.257564675125800058e+00 5.248416316990869745e+00 5.208108240690659585e+00 5.137950505586633021e+00 5.041717558639806640e+00 4.921832772170545489e+00 4.782212837736808275e+00 4.624659988924318732e+00 4.452469693541516449e+00 4.268655748199038591e+00 4.075022739156777263e+00 3.874815718014330557e+00 3.670328208717372309e+00 3.463375839012072355e+00 3.256047663480025278e+00 3.050015416782559274e+00 2.846825744243396628e+00 2.647872811651322600e+00 2.454329701568419786e+00 2.267179708859319298e+00 2.087303679823762081e+00 1.915340376090761909e+00 1.751829622428144884e+00 1.597072188415847860e+00 1.451377311372507029e+00 1.314858644637915575e+00 1.187440328391826228e+00 1.068970724356897994e+00 9.592745082991013250e-01 8.588232468858852942e-01 7.663180464343213316e-01 6.817900635193611114e-01 6.048464815515292026e-01 5.350795595886923550e-01 4.720494620687083476e-01 4.153105186390734782e-01 3.644204492858360012e-01 3.189284722413102124e-01 2.783968866242226281e-01 2.423943684318368985e-01 2.105498770905479822e-01 1.824293070169233921e-01 1.577495324029529744e-01 1.360070241434713223e-01 1.170350384143699352e-01 1.004773127775977215e-01 8.608217060030859402e-02 7.358157757463300308e-02 6.278628333374640380e-02 5.343525879060436606e-02 4.541118616346634385e-02 3.850671240393399586e-02 3.258507032366422806e-02 2.752343941241593497e-02 2.319729398307331450e-02 1.952116575693660372e-02 1.639632851790418303e-02 1.374668436461111594e-02 1.150438639045107611e-02 9.610117199540886904e-03 0.000000000000000000e+00
